in_spotify_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,genre,num_followers
0,104,2.0,1,80,24,65,2,0,9,4,Winter,pop,12483564.0
0,129,11.0,0,42,33,44,62,0,8,6,Fall,modern indie pop,3392820.0
0,94,1.0,1,76,81,80,20,0,25,4,Winter,reggaeton,76637811.0
3,71,-1.0,1,41,23,40,27,0,30,5,Fall,classic rock,48830629.0
0,146,9.0,1,59,23,46,66,0,15,6,Spring,emo rap,43528763.0
0,103,6.0,1,69,90,88,5,0,29,8,Spring,dance pop,42123822.0
34,124,2.0,0,53,66,78,0,0,16,5,Winter,dance pop,23191496.0
0,164,10.0,1,70,71,58,24,0,7,13,Spring,pop,29886574.0
0,138,2.0,0,69,35,57,12,0,10,9,Fall,pluggnb,3506702.0
0,126,9.0,1,67,37,46,13,0,10,39,Fall,urbano espanol,2568355.0
21,103,11.0,1,61,47,65,3,0,17,4,Winter,pop,12483564.0
0,95,8.0,0,75,64,52,41,0,11,3,Spring,pop,12483564.0
0,200,11.0,1,39,28,77,4,0,6,29,Winter,k-pop,2084898.0
0,129,-1.0,0,86,75,52,54,0,10,4,Winter,pop,12483564.0
0,98,6.0,1,68,33,43,38,0,36,14,Summer,pop,12483564.0
0,107,8.0,0,91,32,56,3,0,11,10,Spring,deep underground hip hop,3099385.0
0,174,-1.0,0,58,56,83,5,0,7,4,Spring,argentine hip hop,22698781.0
21,92,8.0,0,45,27,67,32,0,13,14,Winter,pop venezolano,5298356.0
1,90,7.0,0,81,59,83,9,0,11,5,Spring,pop,12483564.0
0,147,5.0,0,60,58,69,2,0,58,4,Spring,canadian pop,42727516.0
0,143,1.0,0,68,41,55,16,0,10,12,Spring,brooklyn drill,7439785.0
0,101,3.0,1,76,63,71,3,0,10,3,Winter,afrofuturism,2353915.0
8,118,1.0,1,70,54,71,0,0,33,4,Spring,chamber pop,3503988.0
0,98,7.0,1,83,63,74,14,0,16,6,Spring,pop,12483564.0
0,138,1.0,1,72,22,46,24,0,9,6,Spring,argentine hip hop,22698781.0
0,114,5.0,1,59,30,62,1,0,8,4,Winter,pop,26319826.0
0,180,7.0,1,63,45,64,34,0,9,8,Spring,pop,12483564.0
9,145,11.0,0,56,41,57,1,0,13,3,Fall,australian pop,8019929.0
4,115,8.0,1,78,63,64,1,0,7,4,Winter,pop,12483564.0
0,82,10.0,0,79,48,84,13,0,21,23,Spring,pop,12483564.0
0,166,2.0,0,70,22,61,2,0,10,34,Spring,atl hip hop,15841385.0
2,92,-1.0,0,86,91,79,29,0,60,16,Spring,pop,12483564.0
2,108,6.0,0,71,55,44,74,0,11,6,Spring,pop,21744965.0
0,84,4.0,1,71,63,45,45,0,11,3,Spring,sad sierreno,747264.0
0,95,3.0,1,69,90,91,6,0,35,4,Spring,latin hip hop,33911613.0
0,135,3.0,1,93,77,45,25,0,13,27,Spring,pop,12483564.0
0,110,4.0,0,57,6,27,84,0,9,3,Winter,pop,30142706.0
0,88,7.0,0,89,59,64,5,0,19,7,Fall,pop,12483564.0
2,119,1.0,1,87,28,50,12,0,10,10,Spring,trap baiano,3080322.0
0,120,1.0,0,58,71,80,15,0,7,41,Spring,k-pop,13367658.0
0,122,2.0,0,86,97,80,36,0,9,6,Fall,canadian pop,42727516.0
0,98,5.0,0,78,83,75,41,0,27,8,Spring,pop,12483564.0
1,140,4.0,1,45,25,84,21,0,13,6,Winter,pop,30142706.0
0,116,6.0,1,79,87,81,4,0,10,4,Winter,pop,12483564.0
0,124,3.0,0,86,62,49,51,0,35,21,Summer,dance pop,27254903.0
0,105,9.0,1,91,73,72,13,0,9,15,Winter,pop,12483564.0
0,118,8.0,0,68,24,58,44,0,6,3,Spring,k-pop,5136386.0
3,108,4.0,0,61,20,38,61,0,10,5,Summer,pop,115378209.0
5,100,4.0,0,61,53,38,84,0,28,44,Fall,canadian pop,74626073.0
0,140,3.0,1,81,39,66,38,0,12,14,Spring,conscious hip hop,25943855.0
0,109,10.0,1,84,72,74,10,0,34,7,Spring,escape room,5669928.0
0,101,1.0,1,78,40,74,36,0,17,27,Spring,pop,12483564.0
0,78,5.0,0,56,61,90,36,0,18,31,Spring,reggaeton,76637811.0
6,93,-1.0,1,79,22,55,31,0,12,5,Spring,reggaeton,76637811.0
0,87,8.0,0,52,32,83,24,0,17,43,Spring,conscious hip hop,25943855.0
0,153,10.0,1,55,50,78,19,0,11,35,Spring,pop,12483564.0
0,142,-1.0,0,87,93,59,28,0,17,5,Spring,reggaeton,76637811.0
0,96,10.0,1,85,41,43,39,0,12,21,Spring,conscious hip hop,25943855.0
0,125,-1.0,0,50,39,78,4,0,11,33,Spring,pop,12483564.0
0,85,10.0,0,71,43,65,23,0,9,5,Spring,reggaeton,76637811.0
0,140,1.0,1,92,78,57,46,0,14,9,Spring,pop,12483564.0
8,196,11.0,1,66,58,79,23,0,22,20,Spring,pop,12483564.0
0,134,7.0,0,78,51,43,69,0,14,9,Spring,conscious hip hop,25943855.0
0,103,1.0,1,80,45,62,76,0,10,38,Spring,pop,12483564.0
3,130,1.0,0,82,50,67,12,0,13,5,Spring,reggaeton,76637811.0
0,108,11.0,0,65,52,69,31,0,8,36,Spring,pop,12483564.0
0,123,8.0,0,61,66,71,53,0,32,46,Spring,pop,12483564.0
28,152,11.0,0,84,74,69,21,0,18,6,Spring,reggaeton,76637811.0
7,108,2.0,0,78,55,60,59,0,7,4,Spring,pop,12483564.0
0,72,10.0,1,56,56,47,76,0,8,36,Spring,conscious hip hop,25943855.0
0,121,6.0,1,86,67,65,42,0,35,7,Spring,reggaeton,76637811.0
0,138,3.0,1,57,71,82,19,0,15,29,Spring,pop,12483564.0
1,188,5.0,1,50,41,50,69,0,12,6,Spring,reggaeton,76637811.0
0,110,1.0,0,80,26,85,23,0,11,21,Winter,pop,12483564.0
3,105,8.0,0,81,77,79,19,0,47,8,Spring,reggaeton,76637811.0
0,118,8.0,0,63,60,70,5,0,9,31,Spring,reggaeton,76637811.0
15,176,2.0,0,61,24,62,60,0,24,31,Spring,pop,12483564.0
0,158,11.0,0,83,41,65,0,10,11,8,Spring,deep underground hip hop,3099385.0
0,115,1.0,1,85,72,58,9,0,49,12,Spring,reggaeton,76637811.0
0,110,11.0,1,51,48,82,0,0,5,3,Winter,modern rock,12040173.0
0,174,9.0,0,73,26,54,30,0,34,32,Spring,pop,12483564.0
0,130,4.0,0,91,91,96,3,0,3,9,Spring,pop,4.0
8,78,10.0,0,36,30,54,34,0,14,5,Spring,singer-songwriter pop,723630.0
0,104,7.0,0,44,74,42,88,0,9,9,Spring,conscious hip hop,25943855.0
0,121,7.0,0,64,80,88,0,0,12,6,Spring,pop,12483564.0
0,105,2.0,0,83,32,82,14,0,12,4,Spring,ukrainian hip hop,929990.0
0,81,7.0,0,38,20,66,9,0,9,8,Spring,australian hip hop,4882868.0
0,170,1.0,1,37,14,24,80,0,11,4,Spring,conscious hip hop,25943855.0
0,78,7.0,0,43,60,38,76,1,48,38,Spring,conscious hip hop,25943855.0
0,125,8.0,0,88,28,66,6,0,13,31,Spring,atl hip hop,15275918.0
0,92,4.0,1,66,29,65,23,0,8,7,Spring,conscious hip hop,25943855.0
4,140,11.0,1,84,61,42,31,0,9,9,Spring,german drill,2006550.0
0,96,-1.0,0,61,32,90,25,0,10,9,Spring,pop,12483564.0
0,118,5.0,1,66,83,43,84,0,19,19,Spring,conscious hip hop,25943855.0
6,92,11.0,1,71,67,60,7,0,6,4,Winter,pop,12483564.0
0,140,8.0,1,49,50,37,87,0,11,35,Spring,pop,12483564.0
2,174,1.0,0,68,45,71,18,0,11,25,Spring,pop,12483564.0
0,127,10.0,0,77,53,78,19,0,29,4,Winter,pop,12483564.0
0,96,11.0,0,71,37,52,62,0,11,36,Spring,pop,12483564.0
0,150,8.0,1,82,82,66,13,0,11,6,Spring,pop,12483564.0
0,100,6.0,0,87,46,60,1,0,13,16,Spring,modern country pop,723150.0
0,105,1.0,1,73,59,81,13,0,9,6,Winter,pop,97817.0
0,104,7.0,0,86,43,62,5,0,13,14,Spring,k-pop girl group,3482267.0
0,154,8.0,0,54,45,79,1,0,17,5,Spring,alt z,192742.0
0,80,11.0,0,47,33,83,18,0,10,5,Winter,uk pop,359652.0
2,150,3.0,0,53,14,43,64,0,13,3,Spring,pop,12483564.0
9,156,11.0,1,32,49,72,0,0,9,4,Spring,neo mellow,2650160.0
0,98,8.0,1,76,79,81,18,0,6,34,Spring,conscious hip hop,25943855.0
1,92,7.0,0,58,27,36,86,0,9,3,Fall,indie triste,6177978.0
0,144,4.0,0,47,7,50,32,0,7,4,Spring,pop,92584265.0
0,150,4.0,0,37,27,56,8,0,13,3,Fall,indie pop,457595.0
0,138,3.0,0,70,31,44,84,0,9,39,Summer,alt z,1217079.0
0,172,1.0,0,56,68,89,4,0,33,19,Summer,k-pop,70986309.0
0,77,8.0,0,72,70,82,2,0,4,17,Summer,k-pop,70986309.0
1,107,11.0,0,72,36,72,26,6,11,4,Spring,pop,30142706.0
3,114,2.0,0,51,39,29,90,0,10,4,Spring,pop,30142706.0
0,117,2.0,0,63,29,51,43,0,25,4,Summer,k-pop,70986309.0
0,146,-1.0,0,69,63,45,48,0,18,4,Spring,pop,30142706.0
0,160,8.0,1,80,74,60,8,0,14,26,Spring,dance pop,27254903.0
0,120,7.0,0,88,15,56,1,0,8,6,Summer,pop,12483564.0
0,100,11.0,1,82,76,70,16,0,8,5,Spring,pop,12483564.0
0,158,8.0,1,60,68,84,4,0,24,11,Summer,k-pop,70986309.0
0,142,3.0,0,56,40,54,72,0,10,4,Spring,pop,30142706.0
3,170,9.0,1,80,77,85,11,0,17,14,Spring,pop,12483564.0
0,84,5.0,1,71,39,86,2,0,51,25,Spring,pop,12483564.0
5,139,-1.0,0,58,30,46,14,0,9,3,Spring,pop,30142706.0
0,151,7.0,0,73,88,67,20,0,32,5,Winter,uk reggae,75327.0
0,128,1.0,1,82,42,75,6,0,63,6,Summer,pop,12483564.0
0,118,7.0,0,56,20,54,67,0,6,5,Spring,pop,30142706.0
0,183,5.0,0,65,88,72,36,14,20,3,Spring,pop,30142706.0
0,83,3.0,1,63,29,62,4,0,18,4,Summer,electropop,21150219.0
13,122,1.0,0,85,42,80,6,0,17,14,Winter,pop,12483564.0
1,165,9.0,0,72,90,48,32,0,18,23,Spring,pop,30142706.0
0,106,9.0,1,83,90,64,35,5,9,4,Spring,pop,30142706.0
0,77,11.0,0,81,68,58,83,0,11,34,Spring,pop,12483564.0
0,91,8.0,0,57,30,89,10,0,33,8,Winter,british soul,1212817.0
0,148,7.0,0,51,21,63,5,0,41,3,Spring,art pop,28462206.0
1,114,4.0,1,71,90,81,31,2,13,3,Spring,pop,30142706.0
2,120,-1.0,1,91,63,77,12,1,10,5,Summer,pop,12483564.0
0,92,6.0,0,83,56,82,10,0,9,5,Summer,pop,12483564.0
0,118,5.0,0,56,25,45,1,3,7,3,Fall,atl hip hop,11721951.0
0,123,4.0,1,60,46,71,3,0,16,4,Spring,pop,12483564.0
0,89,3.0,0,52,28,48,54,1,19,3,Fall,viral pop,9084796.0
8,110,5.0,1,81,61,93,49,0,12,11,Summer,argentine hip hop,9740659.0
0,118,-1.0,0,42,32,20,94,0,11,4,Spring,pop,30142706.0
4,90,11.0,1,68,54,76,21,0,11,20,Spring,desi hip hop,25894940.0
4,130,-1.0,0,49,14,40,82,0,11,3,Spring,indonesian pop,2918357.0
0,154,6.0,1,70,97,62,47,0,10,4,Spring,corrido,311134.0
0,105,4.0,1,54,59,83,0,44,20,4,Spring,hard rock,26291722.0
0,115,1.0,1,70,87,88,4,0,26,8,Summer,pop,12483564.0
0,110,1.0,0,91,59,82,8,0,6,8,Summer,pop,12483564.0
0,125,4.0,1,51,5,68,12,2,15,6,Summer,canadian hip hop,81943946.0
0,102,1.0,0,73,62,75,0,0,34,8,Summer,meme rap,1626034.0
11,120,8.0,1,81,72,65,4,0,14,4,Winter,pop venezolano,692887.0
0,97,2.0,0,80,36,86,4,0,3,5,Summer,k-pop,1432029.0
3,140,5.0,1,44,41,92,0,0,44,7,Spring,pop,12483564.0
0,97,2.0,0,78,31,72,1,0,11,4,Summer,k-pop,16487518.0
1,125,6.0,0,45,67,90,9,11,10,5,Winter,glam metal,30258730.0
12,88,3.0,1,80,55,56,13,0,8,9,Spring,afrobeats,7189203.0
0,170,-1.0,0,56,52,64,11,0,45,7,Spring,alt z,313652.0
0,137,10.0,1,88,8,49,9,0,9,14,Summer,canadian hip hop,81943946.0
0,157,9.0,0,88,52,69,0,0,8,23,Summer,pop,12483564.0
4,130,6.0,0,95,83,57,54,0,10,25,Summer,pop,12483564.0
0,90,1.0,0,85,80,83,10,0,8,11,Summer,pop,12483564.0
0,183,8.0,1,44,44,67,7,0,12,13,Summer,social media pop,1158186.0
5,128,1.0,0,58,68,91,2,0,27,11,Spring,uk dance,62012.0
2,130,3.0,1,71,78,40,46,0,7,45,Summer,pop,12483564.0
35,126,1.0,0,63,56,43,24,0,12,23,Summer,r&b en espanol,6073983.0
0,120,-1.0,0,77,94,87,2,0,23,12,Summer,pop,12483564.0
0,130,4.0,1,72,18,46,7,0,28,8,Summer,pop,12483564.0
2,122,-1.0,0,70,46,76,30,0,9,45,Winter,trap latino,483713.0
4,172,8.0,1,74,46,58,15,0,13,8,Summer,colombian pop,8244846.0
4,103,8.0,0,61,38,62,14,0,23,40,Summer,argentine hip hop,9740659.0
0,122,10.0,1,55,46,64,0,0,17,10,Summer,pop,12483564.0
2,130,11.0,0,47,56,90,0,0,10,4,Fall,hard rock,2807074.0
12,105,10.0,1,81,70,65,24,0,8,4,Summer,k-pop,6084241.0
6,120,5.0,0,90,73,51,39,0,9,6,Spring,bedroom pop,5718393.0
0,145,7.0,0,56,43,53,24,0,12,4,Summer,pop,3540399.0
4,99,7.0,1,79,64,59,28,0,11,14,Summer,pop,12483564.0
34,88,10.0,1,79,66,65,5,0,25,14,Winter,chicago rap,22002021.0
0,126,9.0,0,81,90,73,28,0,29,4,Summer,pop,12483564.0
5,136,-1.0,0,77,71,75,33,1,13,4,Summer,pop,12483564.0
9,113,8.0,0,70,97,59,55,0,27,12,Winter,pop,12483564.0
0,132,11.0,0,82,49,88,20,0,21,3,Summer,pop,12483564.0
4,135,8.0,0,77,74,74,47,0,34,8,Spring,pop,12483564.0
0,126,-1.0,0,67,49,77,11,0,19,11,Fall,pop,12483564.0
4,102,1.0,1,67,72,74,30,0,36,4,Fall,pop,11913232.0
12,125,-1.0,0,68,80,92,10,0,9,12,Summer,chamber pop,3503988.0
7,149,1.0,0,37,28,66,14,0,9,5,Winter,chicago rap,22002021.0
6,137,-1.0,0,74,71,89,24,61,15,5,Summer,pop,12483564.0
0,120,3.0,1,77,78,91,14,0,33,12,Summer,k-pop,19249613.0
0,100,1.0,0,90,75,50,11,0,9,26,Winter,indie hip hop,490573.0
30,164,8.0,1,70,58,57,25,0,15,7,Summer,colombian pop,8244846.0
8,93,10.0,1,65,79,66,31,0,22,7,Summer,afrobeats,649896.0
12,180,1.0,1,65,52,80,5,0,6,25,Fall,colombian pop,8244846.0
0,79,1.0,0,34,22,31,43,63,10,7,Summer,afrofuturism,3854647.0
6,146,5.0,0,56,21,44,73,0,11,2,Summer,permanent wave,48074532.0
4,103,1.0,0,37,17,27,75,5,10,3,Summer,permanent wave,48074532.0
0,140,4.0,1,70,26,76,8,0,54,23,Fall,pluggnb,3506702.0
0,92,10.0,0,81,48,70,13,0,15,7,Fall,pop,12483564.0
0,102,1.0,1,64,4,60,11,0,19,4,Summer,melodic rap,4039946.0
2,118,11.0,1,82,75,85,33,1,11,4,Summer,pop,12483564.0
0,93,2.0,0,78,75,62,6,0,15,6,Fall,colombian pop,8244846.0
0,150,5.0,1,70,26,56,14,83,11,5,Summer,atl hip hop,9433165.0
5,130,2.0,0,52,24,60,0,0,8,3,Fall,pop,12483564.0
0,83,3.0,1,65,24,53,6,0,51,4,Fall,pop,12483564.0
0,102,9.0,0,84,43,75,5,0,6,8,Summer,pop,12483564.0
6,136,4.0,1,73,65,91,4,0,48,18,Fall,k-pop girl group,7824041.0
0,145,9.0,0,66,24,58,17,0,19,5,Spring,pop dance,111047.0
0,130,7.0,0,57,24,37,11,18,16,3,Fall,bedroom pop,6561188.0
6,156,7.0,0,72,92,77,9,0,8,11,Summer,escape room,5669928.0
0,123,2.0,0,57,50,85,5,0,16,4,Fall,pop,115378209.0
10,132,7.0,0,92,53,62,7,0,63,10,Fall,k-pop,46838691.0
1,125,3.0,1,49,13,74,0,0,9,4,Winter,pop,12483564.0
0,162,5.0,1,74,22,67,0,0,11,46,Fall,atl hip hop,15841385.0
7,138,10.0,0,80,82,81,14,0,13,36,Fall,pop,12483564.0
4,161,10.0,1,59,62,60,12,0,5,44,Summer,pop,12483564.0
0,131,8.0,1,91,23,55,1,0,7,32,Fall,pop,12483564.0
0,122,4.0,1,75,45,63,6,0,35,12,Fall,pop,12483564.0
0,80,4.0,1,80,16,28,17,0,12,39,Fall,pop,92584265.0
0,109,7.0,0,75,11,50,20,0,30,17,Fall,pop,92584265.0
0,158,9.0,0,84,33,36,2,0,39,59,Fall,pop,12483564.0
0,126,4.0,0,66,12,35,55,0,9,14,Fall,pop,92584265.0
0,104,1.0,0,73,25,61,1,0,32,7,Fall,pop,12483564.0
0,110,-1.0,0,48,15,31,80,22,12,4,Fall,pop,92584265.0
2,130,7.0,0,77,20,70,1,0,16,5,Fall,pop,12483564.0
0,177,-1.0,0,34,39,16,97,0,12,5,Fall,pop,92584265.0
0,158,7.0,0,48,55,84,43,0,15,12,Fall,pop,92584265.0
0,114,2.0,1,62,25,44,51,33,14,3,Fall,pop,12483564.0
0,144,5.0,0,93,62,61,0,0,12,20,Fall,pop,12483564.0
9,125,5.0,0,54,22,76,0,0,14,3,Fall,classic texas country,929684.0
0,142,5.0,1,85,40,43,4,0,39,32,Fall,canadian hip hop,81943946.0
0,120,2.0,0,64,11,53,1,0,25,27,Fall,pop,12483564.0
0,96,5.0,0,57,55,74,22,0,8,4,Fall,pop,92584265.0
0,144,9.0,0,60,24,39,57,0,8,3,Fall,pop,46495435.0
0,166,6.0,0,42,7,24,83,1,12,6,Fall,pop,92584265.0
0,92,1.0,0,80,81,67,4,0,8,6,Fall,pop,12483564.0
0,97,1.0,0,82,67,77,8,0,12,5,Fall,pop,12483564.0
2,90,4.0,1,61,32,67,15,0,11,5,Fall,afrobeats,7189203.0
